transaction_id,reconciliation_id,order_id,payment_id,utr,order_amount,gross_amount,fee,tax,net_settled,bank_credit_amount,variance,matching_result,status,tier,match_method,exception_type,confidence_score,reasoning,root_cause_reasoning,evidence_used,financial_impact,action_required,action_status,timestamp,metadata
REC_T1_pay_std_0028,REC_T1_pay_std_0028,ORD_STD_0028,pay_std_0028,UTR9026STD0028,17953.2,17953.2,359.06,64.63,17529.51,17529.51,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹359.06) + 18% GST (₹64.63) = net ₹17529.51, matching bank credit UTR UTR9026STD0028 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹359.06) + 18% GST (₹64.63) = net ₹17529.51, matching bank credit UTR UTR9026STD0028 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-22 18:08:00', 'settlement_date': '2026-08-23 14:08:00', 'bank_txn_date': '2026-08-24'}"
REC_T1_pay_std_0029,REC_T1_pay_std_0029,ORD_STD_0029,pay_std_0029,UTR9026STD0029,2090.91,2090.91,41.82,7.53,2041.56,2041.56,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹41.82) + 18% GST (₹7.53) = net ₹2041.56, matching bank credit UTR UTR9026STD0029 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹41.82) + 18% GST (₹7.53) = net ₹2041.56, matching bank credit UTR UTR9026STD0029 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-22 20:03:00', 'settlement_date': '2026-08-23 09:03:00', 'bank_txn_date': '2026-08-23'}"
REC_T1_pay_std_0030,REC_T1_pay_std_0030,ORD_STD_0030,pay_std_0030,UTR9026STD0030,11480.31,11480.31,229.61,41.33,11209.37,11209.37,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹229.61) + 18% GST (₹41.33) = net ₹11209.37, matching bank credit UTR UTR9026STD0030 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹229.61) + 18% GST (₹41.33) = net ₹11209.37, matching bank credit UTR UTR9026STD0030 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-22 22:50:00', 'settlement_date': '2026-08-23 20:50:00', 'bank_txn_date': '2026-08-24'}"
REC_T1_pay_std_0031,REC_T1_pay_std_0031,ORD_STD_0031,pay_std_0031,UTR9026STD0031,10937.16,10937.16,218.74,39.37,10679.05,10679.05,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹218.74) + 18% GST (₹39.37) = net ₹10679.05, matching bank credit UTR UTR9026STD0031 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹218.74) + 18% GST (₹39.37) = net ₹10679.05, matching bank credit UTR UTR9026STD0031 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-23 00:24:00', 'settlement_date': '2026-08-23 18:24:00', 'bank_txn_date': '2026-08-24'}"
REC_T1_pay_std_0032,REC_T1_pay_std_0032,ORD_STD_0032,pay_std_0032,UTR9026STD0032,9759.5,9759.5,195.19,35.13,9529.18,9529.18,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹195.19) + 18% GST (₹35.13) = net ₹9529.18, matching bank credit UTR UTR9026STD0032 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹195.19) + 18% GST (₹35.13) = net ₹9529.18, matching bank credit UTR UTR9026STD0032 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-23 02:35:00', 'settlement_date': '2026-08-23 14:35:00', 'bank_txn_date': '2026-08-23'}"
REC_T1_pay_std_0033,REC_T1_pay_std_0033,ORD_STD_0033,pay_std_0033,UTR9026STD0033,12429.93,12429.93,248.6,44.75,12136.58,12136.58,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹248.60) + 18% GST (₹44.75) = net ₹12136.58, matching bank credit UTR UTR9026STD0033 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹248.60) + 18% GST (₹44.75) = net ₹12136.58, matching bank credit UTR UTR9026STD0033 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-23 04:34:00', 'settlement_date': '2026-08-24 04:34:00', 'bank_txn_date': '2026-08-24'}"
REC_T1_pay_std_0034,REC_T1_pay_std_0034,ORD_STD_0034,pay_std_0034,UTR9026STD0034,13950.48,13950.48,279.01,50.22,13621.25,13621.25,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹279.01) + 18% GST (₹50.22) = net ₹13621.25, matching bank credit UTR UTR9026STD0034 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹279.01) + 18% GST (₹50.22) = net ₹13621.25, matching bank credit UTR UTR9026STD0034 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-23 06:21:00', 'settlement_date': '2026-08-23 19:21:00', 'bank_txn_date': '2026-08-24'}"
REC_T1_pay_std_0035,REC_T1_pay_std_0035,ORD_STD_0035,pay_std_0035,UTR9026STD0035,8108.39,8108.39,162.17,29.19,7917.03,7917.03,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹162.17) + 18% GST (₹29.19) = net ₹7917.03, matching bank credit UTR UTR9026STD0035 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹162.17) + 18% GST (₹29.19) = net ₹7917.03, matching bank credit UTR UTR9026STD0035 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-23 08:29:00', 'settlement_date': '2026-08-23 20:29:00', 'bank_txn_date': '2026-08-24'}"
REC_T1_pay_std_0036,REC_T1_pay_std_0036,ORD_STD_0036,pay_std_0036,UTR9026STD0036,17508.04,17508.04,350.16,63.03,17094.85,17094.85,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹350.16) + 18% GST (₹63.03) = net ₹17094.85, matching bank credit UTR UTR9026STD0036 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹350.16) + 18% GST (₹63.03) = net ₹17094.85, matching bank credit UTR UTR9026STD0036 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-23 10:48:00', 'settlement_date': '2026-08-24 00:48:00', 'bank_txn_date': '2026-08-24'}"
REC_T1_pay_std_0037,REC_T1_pay_std_0037,ORD_STD_0037,pay_std_0037,UTR9026STD0037,16470.99,16470.99,329.42,59.3,16082.27,16082.27,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹329.42) + 18% GST (₹59.30) = net ₹16082.27, matching bank credit UTR UTR9026STD0037 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹329.42) + 18% GST (₹59.30) = net ₹16082.27, matching bank credit UTR UTR9026STD0037 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-23 12:40:00', 'settlement_date': '2026-08-24 04:40:00', 'bank_txn_date': '2026-08-24'}"
REC_T1_pay_std_0038,REC_T1_pay_std_0038,ORD_STD_0038,pay_std_0038,UTR9026STD0038,11156.98,11156.98,223.14,40.17,10893.67,10893.67,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹223.14) + 18% GST (₹40.17) = net ₹10893.67, matching bank credit UTR UTR9026STD0038 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹223.14) + 18% GST (₹40.17) = net ₹10893.67, matching bank credit UTR UTR9026STD0038 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-23 14:09:00', 'settlement_date': '2026-08-24 07:09:00', 'bank_txn_date': '2026-08-24'}"
REC_T1_pay_std_0039,REC_T1_pay_std_0039,ORD_STD_0039,pay_std_0039,UTR9026STD0039,9939.13,9939.13,198.78,35.78,9704.57,9704.57,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹198.78) + 18% GST (₹35.78) = net ₹9704.57, matching bank credit UTR UTR9026STD0039 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹198.78) + 18% GST (₹35.78) = net ₹9704.57, matching bank credit UTR UTR9026STD0039 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-23 16:49:00', 'settlement_date': '2026-08-24 12:49:00', 'bank_txn_date': '2026-08-24'}"
REC_T1_pay_std_0040,REC_T1_pay_std_0040,ORD_STD_0040,pay_std_0040,UTR9026STD0040,10981.53,10981.53,219.63,39.53,10722.37,10722.37,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹219.63) + 18% GST (₹39.53) = net ₹10722.37, matching bank credit UTR UTR9026STD0040 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹219.63) + 18% GST (₹39.53) = net ₹10722.37, matching bank credit UTR UTR9026STD0040 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-23 18:31:00', 'settlement_date': '2026-08-24 06:31:00', 'bank_txn_date': '2026-08-24'}"
REC_T1_pay_std_0041,REC_T1_pay_std_0041,ORD_STD_0041,pay_std_0041,UTR9026STD0041,16759.23,16759.23,335.18,60.33,16363.72,16363.72,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹335.18) + 18% GST (₹60.33) = net ₹16363.72, matching bank credit UTR UTR9026STD0041 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹335.18) + 18% GST (₹60.33) = net ₹16363.72, matching bank credit UTR UTR9026STD0041 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-23 20:19:00', 'settlement_date': '2026-08-24 11:19:00', 'bank_txn_date': '2026-08-24'}"
REC_T1_pay_std_0042,REC_T1_pay_std_0042,ORD_STD_0042,pay_std_0042,UTR9026STD0042,4715.25,4715.25,94.31,16.98,4603.96,4603.96,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹94.31) + 18% GST (₹16.98) = net ₹4603.96, matching bank credit UTR UTR9026STD0042 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹94.31) + 18% GST (₹16.98) = net ₹4603.96, matching bank credit UTR UTR9026STD0042 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-23 22:36:00', 'settlement_date': '2026-08-24 11:36:00', 'bank_txn_date': '2026-08-24'}"
REC_T1_pay_std_0043,REC_T1_pay_std_0043,ORD_STD_0043,pay_std_0043,UTR9026STD0043,13308.38,13308.38,266.17,47.91,12994.3,12994.3,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹266.17) + 18% GST (₹47.91) = net ₹12994.30, matching bank credit UTR UTR9026STD0043 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹266.17) + 18% GST (₹47.91) = net ₹12994.30, matching bank credit UTR UTR9026STD0043 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-24 00:04:00', 'settlement_date': '2026-08-25 00:04:00', 'bank_txn_date': '2026-08-25'}"
REC_T1_pay_std_0044,REC_T1_pay_std_0044,ORD_STD_0044,pay_std_0044,UTR9026STD0044,13902.1,13902.1,278.04,50.05,13574.01,13574.01,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹278.04) + 18% GST (₹50.05) = net ₹13574.01, matching bank credit UTR UTR9026STD0044 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹278.04) + 18% GST (₹50.05) = net ₹13574.01, matching bank credit UTR UTR9026STD0044 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-24 02:08:00', 'settlement_date': '2026-08-25 00:08:00', 'bank_txn_date': '2026-08-25'}"
REC_T1_pay_std_0045,REC_T1_pay_std_0045,ORD_STD_0045,pay_std_0045,UTR9026STD0045,17069.85,17069.85,341.4,61.45,16667.0,16667.0,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹341.40) + 18% GST (₹61.45) = net ₹16667.00, matching bank credit UTR UTR9026STD0045 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹341.40) + 18% GST (₹61.45) = net ₹16667.00, matching bank credit UTR UTR9026STD0045 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-24 04:10:00', 'settlement_date': '2026-08-24 20:10:00', 'bank_txn_date': '2026-08-25'}"
REC_T1_pay_std_0046,REC_T1_pay_std_0046,ORD_STD_0046,pay_std_0046,UTR9026STD0046,15767.58,15767.58,315.35,56.76,15395.47,15395.47,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹315.35) + 18% GST (₹56.76) = net ₹15395.47, matching bank credit UTR UTR9026STD0046 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹315.35) + 18% GST (₹56.76) = net ₹15395.47, matching bank credit UTR UTR9026STD0046 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-24 06:27:00', 'settlement_date': '2026-08-24 21:27:00', 'bank_txn_date': '2026-08-25'}"
REC_T1_pay_std_0047,REC_T1_pay_std_0047,ORD_STD_0047,pay_std_0047,UTR9026STD0047,13717.14,13717.14,274.34,49.38,13393.42,13393.42,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹274.34) + 18% GST (₹49.38) = net ₹13393.42, matching bank credit UTR UTR9026STD0047 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹274.34) + 18% GST (₹49.38) = net ₹13393.42, matching bank credit UTR UTR9026STD0047 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-24 08:44:00', 'settlement_date': '2026-08-24 23:44:00', 'bank_txn_date': '2026-08-25'}"
REC_T1_pay_std_0048,REC_T1_pay_std_0048,ORD_STD_0048,pay_std_0048,UTR9026STD0048,7482.37,7482.37,149.65,26.94,7305.78,7305.78,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹149.65) + 18% GST (₹26.94) = net ₹7305.78, matching bank credit UTR UTR9026STD0048 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹149.65) + 18% GST (₹26.94) = net ₹7305.78, matching bank credit UTR UTR9026STD0048 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-24 10:42:00', 'settlement_date': '2026-08-25 08:42:00', 'bank_txn_date': '2026-08-25'}"
REC_T1_pay_std_0049,REC_T1_pay_std_0049,ORD_STD_0049,pay_std_0049,UTR9026STD0049,8166.75,8166.75,163.34,29.4,7974.01,7974.01,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹163.34) + 18% GST (₹29.40) = net ₹7974.01, matching bank credit UTR UTR9026STD0049 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹163.34) + 18% GST (₹29.40) = net ₹7974.01, matching bank credit UTR UTR9026STD0049 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-24 12:33:00', 'settlement_date': '2026-08-25 07:33:00', 'bank_txn_date': '2026-08-25'}"
REC_T1_pay_std_0050,REC_T1_pay_std_0050,ORD_STD_0050,pay_std_0050,UTR9026STD0050,4838.35,4838.35,96.77,17.42,4724.16,4724.16,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹96.77) + 18% GST (₹17.42) = net ₹4724.16, matching bank credit UTR UTR9026STD0050 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹96.77) + 18% GST (₹17.42) = net ₹4724.16, matching bank credit UTR UTR9026STD0050 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-24 14:04:00', 'settlement_date': '2026-08-25 07:04:00', 'bank_txn_date': '2026-08-25'}"
REC_T1_pay_std_0051,REC_T1_pay_std_0051,ORD_STD_0051,pay_std_0051,UTR9026STD0051,10795.4,10795.4,215.91,38.86,10540.63,10540.63,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹215.91) + 18% GST (₹38.86) = net ₹10540.63, matching bank credit UTR UTR9026STD0051 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹215.91) + 18% GST (₹38.86) = net ₹10540.63, matching bank credit UTR UTR9026STD0051 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-24 16:14:00', 'settlement_date': '2026-08-25 13:14:00', 'bank_txn_date': '2026-08-25'}"
REC_T1_pay_std_0052,REC_T1_pay_std_0052,ORD_STD_0052,pay_std_0052,UTR9026STD0052,625.84,625.84,12.52,2.25,611.07,611.07,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹12.52) + 18% GST (₹2.25) = net ₹611.07, matching bank credit UTR UTR9026STD0052 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹12.52) + 18% GST (₹2.25) = net ₹611.07, matching bank credit UTR UTR9026STD0052 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-24 18:45:00', 'settlement_date': '2026-08-25 16:45:00', 'bank_txn_date': '2026-08-25'}"
REC_T1_pay_std_0053,REC_T1_pay_std_0053,ORD_STD_0053,pay_std_0053,UTR9026STD0053,4506.48,4506.48,90.13,16.22,4400.13,4400.13,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹90.13) + 18% GST (₹16.22) = net ₹4400.13, matching bank credit UTR UTR9026STD0053 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹90.13) + 18% GST (₹16.22) = net ₹4400.13, matching bank credit UTR UTR9026STD0053 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-24 20:02:00', 'settlement_date': '2026-08-25 13:02:00', 'bank_txn_date': '2026-08-25'}"
REC_T1_pay_std_0054,REC_T1_pay_std_0054,ORD_STD_0054,pay_std_0054,UTR9026STD0054,9497.73,9497.73,189.95,34.19,9273.59,9273.59,0.0,Reconciled,RECONCILED_STANDARD,TIER_1_DETERMINISTIC,Rule-Based,,1.0,"3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹189.95) + 18% GST (₹34.19) = net ₹9273.59, matching bank credit UTR UTR9026STD0054 exactly.","3-Way Match Verified (1:1:1). Standard Razorpay MDR formula applied: 2.00% fee (₹189.95) + 18% GST (₹34.19) = net ₹9273.59, matching bank credit UTR UTR9026STD0054 exactly.","['ERP amount', 'Gateway settlement', 'Bank credit', 'UTR', 'Fee calculation']",Zero Variance (Balanced),,Resolved,2026-09-03T18:53:57.821544+00:00,"{'mdr_rate_pct': 2.0, 'gst_rate_pct': 18.0, 'order_time': '2026-08-24 22:17:00', 'settlement_date': '2026-08-25 20:17:00', 'bank_txn_date': '2026-08-26'}"
